smiles,heavy_atoms
Cc1nnc(SCc2ccc(Cl)cc2Cl)o1,16
COc1ccccc1NC(=O)CSc1nnc(C)o1,19
Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCO3)o1,20
CCNc1oc(COc2ccccc2OC)nc1C#N,20
COC(=O)c1ccc(OC(=O)N2CCOCC2)cc1,19
Cc1ccc(S(=O)(=O)NCc2ccncc2)c(C)c1C,20
Cc1nnc(NC(=O)CCC2CCCCC2)s1,17
CCC(CC)C(=O)Nc1nnc(C(C)(C)C)s1,17
Cc1cccc(NC(=O)COc2ccc(Cl)cc2Cl)n1,20
Cc1cc(NC(=O)COc2ccc(Cl)cc2Cl)no1,19
O=C(Nc1ccncc1)c1sc2ccccc2c1Cl,19
Cc1cc(NC(=O)c2sc3ccccc3c2Cl)no1,19
CCOC(=O)CSc1nc(-c2ccc(Cl)cc2)c[nH]1,19
CC(C)NC(=O)CSc1nnc(-c2ccco2)n1C,19
O=C(Nc1nnc(-c2ccc(F)cc2)s1)c1ccco1,20
CC(C)C(=O)Nc1nnc(-c2ccc(F)cc2)s1,18
Cc1ccccc1-c1nnc(NC(=O)c2ccco2)s1,20
CCCC(=O)Nc1nnc(-c2ccccc2F)s1,18
CC(=O)Nc1nnc(-c2ccccc2Cl)s1,16
CC(C)C(=O)Nc1nnc(C2CCCCC2)s1,17
O=C(Nc1nnc(C2CCCCC2)s1)C1CC1,17
CCC(C)C(=O)Nc1nnc(Cc2ccccc2)s1,19
Cc1nnc(NS(=O)(=O)c2ccc3ccccc3c2)s1,20
CCc1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1,18
CC(C)C(=O)Nc1nnc(-c2cccs2)s1,16
Cn1nnnc1SCC(=O)NCCc1ccccc1,19
CCOc1ccccc1NC(=O)CSc1nnnn1C,20
Cn1nnnc1SCC(=O)NCc1cccs1,17
Cc1ccc(NC2=NCC(=O)N2c2ccccc2)cc1,20
Cc1ccc(C(C)C)c(OCC(=O)N2CCOCC2)c1,20
CC(=O)Nc1nc2ccc(S(=O)(=O)NC(C)=O)cc2s1,20
CC(C)(O)c1nnn(-c2ccccc2)c1C(F)(F)F,19
Cc1ccc(NC(=O)c2oc3ccccc3c2N)cc1,20
CS(=O)(=O)N1CCC(C(=O)Nc2ccccc2)CC1,19
CC(C)(C)NC(=O)C1CCN(S(C)(=O)=O)CC1,17
CCN(CC)C(=O)C1CCN(S(C)(=O)=O)CC1,17
COc1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1,20
CCC1CCCCN1C(=O)c1ccc(F)c(F)c1,18
CCC1CCCCN1C(=O)c1ccc(C)c(F)c1F,19
O=C(c1ccc(F)cc1F)N1CCc2ccccc2C1,20
O=C(NCC1CCCO1)c1ccc(Cl)c(F)c1F,18
CC(=O)c1ccc(N2CCN(C(C)=O)C(C)C2)c(F)c1,20
CNC(=O)c1cc(Cl)ccc1NC(=O)c1ccco1,19
CN(C)C(=O)c1cc(Cl)ccc1NC(=O)c1ccco1,20
CN(C)C(=O)c1ccccc1NC(=O)c1ccco1,19
CS(=O)(=O)N1CCC(C(=O)NCc2ccccn2)CC1,20
CS(=O)(=O)N1CCC(C(=O)NCc2ccncc2)CC1,20
CC1CCN(C(=O)C2CCN(S(C)(=O)=O)CC2)CC1,19
CCOC(=O)c1cc(C)sc1NC(=O)c1ccncc1,20
Cc1ccc(C(=O)NCc2ccccn2)c(Cl)c1,18
Cc1cc(=O)[nH]c(SC(C)C(=O)Nc2ccccc2)n1,20
Nc1ccc2c(c1)nc(Cc1ccccc1)n2CCO,20
O=c1[nH]c2ccc(S(=O)(=O)N3CCOCC3)cc2o1,19
CCN(CC)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,19
Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21,20
CCN(CC)S(=O)(=O)c1ccc(-c2nnco2)cc1,19
CC(Oc1ccc(F)cc1)C(=O)NCc1ccncc1,20
Nc1c(C(=O)Nc2ccc(Cl)cc2)oc2ccccc12,20
CN(c1ccc(C(=O)N2CCCC2)cc1)S(C)(=O)=O,19
CN(C)C(=O)CN1C(=O)c2cccc3cccc1c23,19
FC(F)(F)c1nc2nncn2c2c1CCCCC2,18
CCn1ccc(C(=O)Nc2ccccc2C(=O)OC)n1,20
CCn1nccc1C(=O)Nc1ccc(Cl)cn1,17
CNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1,19
c1ccc(CSc2nnc(-c3ccccn3)o2)cc1,19
CC(=O)Nc1cccc(-c2cn3ccc(C)cc3n2)c1,20
CC(=O)Nc1ccc2nc(-c3ccccc3)oc2c1,19
O=C(COC(=O)c1ccco1)NCc1cccs1,18
O=C(COC(=O)c1cccs1)NC1CCCC1,17
O=C(COC(=O)c1cccs1)NCc1ccc(F)cc1,20
O=C(COC(=O)c1cccs1)NCc1ccco1,18
CC(=O)Nc1nnc(SCC(=O)N2CCCCC2)s1,19
CCCC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2,19
O=C(CSc1ncccn1)NC1CCCCCC1,18
N#Cc1ccc(NC(=O)CSc2ncccn2)cc1,19
CCN(CC)c1nc2c(c(=O)[nH]c(=O)n2C)n1CCO,20
CC1CCCN(C(=O)CSc2nc3ccccc3o2)C1,20
Cc1nc2ccc(NC(=O)c3ccco3)cc2s1,18
CCC(=O)Nc1ccc(C(=O)Nc2cc(C)on2)cc1,20
O=C(CCC1CCCCC1)Nc1c[nH]c(=O)[nH]c1=O,19
O=S(=O)(c1ccc(Cl)c2ccccc12)N1CCCC1,19
COc1ccc2cc(S(=O)(=O)N3CCCC3)ccc2c1,20
COc1cc(S(=O)(=O)N2CCCCC2)ccc1F,18
COc1ccc(F)cc1S(=O)(=O)N1CC(C)OC(C)C1,20
COc1ccc(F)cc1S(=O)(=O)NCc1ccco1,19
COc1ccc(F)cc1S(=O)(=O)NCC1CCCO1,19
COc1c(C)cc(S(=O)(=O)N2CCCCC2)c(C)c1C,20
COc1c(C)cc(S(=O)(=O)N2CCOCC2)c(C)c1C,20
COc1ccc(S(=O)(=O)N2CCOCC2)c(C)c1C,19
COc1ccc(S(=O)(=O)N2CCCC(C)C2)c(C)c1C,20
COc1ccc(OC)c(S(=O)(=O)n2ccc(C)n2)c1,19
COc1ccc(S(=O)(=O)n2ccc(C)n2)cc1C,18
COc1cc(S(=O)(=O)n2ccc(C)n2)c(C)cc1C,19
COC(=O)c1ccc(C)c(NC(=O)c2ccco2)c1,19
Cc1ccc(SCCC(=O)NCc2ccccn2)cc1,20
c1ccc(CNc2nnnn2-c2ccccc2)cc1,19
O=C(CCSc1ccc(Cl)cc1)NCc1ccccn1,20
Nc1cc(N)nc(SCc2cccc(C(F)(F)F)c2)n1,20
CCOC(=O)Cn1nnc(-c2ccc(SC)cc2)n1,19
COc1ccc(-c2nc3cc(N)ccc3n2C)cc1,19
CC(=O)Nc1ccc(Cc2nc3ccccc3[nH]2)cc1,20
Cc1cc(C)n2c(SCC(=O)N3CCCC3)nnc2n1,20
CCNc1nc(SCC(=O)OC)nc(N(C)C)n1,18
CCNc1nc(SC(C)C(=O)OC)nc(N(C)C)n1,19
COC(=O)CSc1nc(NC(C)(C)C)nc(N(C)C)n1,20
COC(=O)CSc1nc(NC(C)C)nc(N(C)C)n1,19
O=C(Nc1ccc(Cl)cc1)C1COc2ccccc2O1,20
Cc1ccc(CNc2cc(C)nc3ncnn23)cc1,19
Cc1cc(NCCc2ccccc2)n2ncnc2n1,19
CCC(Oc1ccccc1)C(=O)Nc1nc(C)cs1,19
O=C(Nc1nc2c(s1)CCCC2)C1CCCO1,17
O=C(Nc1nnc(C2CCCCC2)s1)C1CCCO1,19
CCC(Oc1ccccc1)C(=O)Nc1ccccn1,19
O=C(Nc1cc(Cl)ccc1Cl)C1CCCO1,16
O=C(Nc1cccc(Cl)c1Cl)C1CCCO1,16
NS(=O)(=O)c1ccc(CNC(=O)C2CCCO2)cc1,19
CCC(CC)c1nnc(NC(=O)C2CCCO2)s1,18
COCC(=O)Nc1nnc(COc2ccc(Cl)cc2)s1,20
CCC(CC)c1nnc(NC(=O)C(C)(C)C)s1,17
CCOC(=O)N1CCN(C(=O)c2cccc(F)c2)CC1,20
CC(C)(C)C(=O)CSc1nnc(-c2ccccc2)o1,19
NC(=O)CSc1nc2cc(Cl)ccc2s1,15
COc1ccc(CNc2nc3ccccc3n2C)cc1,20
CNc1nc(SCC(=O)OC)nc(N2CCOCC2)n1,20
N#Cc1cn(-c2ccccc2)nc1-c1cccs1,18
CN(C)C(=O)c1ccc(NC(=O)c2cccnc2)cc1,20
COc1ccc(CC(=O)Nc2ccc(F)c(F)c2)cc1,20
CCN(CC)S(=O)(=O)c1csc(C(N)=O)c1,16
Cc1cc(NC(=O)c2cc(S(N)(=O)=O)ccc2C)no1,20
Cc1ccc(S(=O)(=O)Nc2cccnc2)cc1C(N)=O,20
Cc1ccc(S(=O)(=O)NCc2ccco2)cc1C(N)=O,20
NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1,20
Cc1cccc(NC(=O)COc2cccc(C)c2C)n1,20
CC(=O)Nc1nc(C2COc3ccccc3O2)cs1,19
O=S(=O)(CCc1ccncc1)c1ccc(Cl)cc1,18
CNC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,20
COc1ccc(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1,20
Cc1ccc(CNC(=O)COC(=O)c2ccco2)cc1,20
Cc1ccc(CNC(=O)COC(=O)c2cccs2)cc1,20
Nc1nc2ccccc2n1C(=O)Cc1ccccc1,19
Cc1ccc(S(=O)(=O)n2c(N)nc3ccccc32)cc1,20
Nc1nc2ccccc2n1S(=O)(=O)c1ccc(Cl)cc1,20
CCN(CC)C(=O)Cn1cc(C(C)=O)c2ccccc21,20
Cc1ccc(OCc2nnc(SCC(N)=O)n2N)cc1,20
Cn1nnc2cc(C(=O)Nc3ccccc3F)ccc21,20
NC(=O)CSc1nnc(COc2ccccc2)n1N,19
O=C(COC(=O)c1ccccc1Cl)Nc1nccs1,19
COC(=O)c1ccc(COC(=O)c2ccccn2)cc1,20
O=C(COC(=O)c1ccccn1)Nc1ccc(Cl)cc1,20
O=C(COC(=O)c1ccccn1)Nc1cccc(Cl)c1,20
O=C(COC(=O)c1cccnc1)Nc1cccc(Cl)c1,20
CC1CCCCC1NC(=O)COC(=O)c1ccccn1,20
O=C(COC(=O)c1cccnc1)NCc1ccccc1,20
O=C(COC(=O)c1cccnc1)Nc1ccc(F)cc1,20
O=C(COC(=O)c1ccccn1)Nc1nccs1,18
O=C(COC(=O)c1ccccn1)NC1CCCCC1,19
Cc1cccc(NC(=O)COC(=O)c2cccnc2)c1,20
Cc1ccccc1NC(=O)COC(=O)c1cccnc1,20
O=C(COC(=O)c1cccnc1)Nc1ccccc1F,20
COc1ccc(C(C)C)cc1S(=O)(=O)N1CCOCC1,20
COc1ccc(S(=O)(=O)Nc2cccnc2)c(C)c1C,20
CCOc1ccc(S(=O)(=O)N2CCOCC2)c(C)c1C,20
COc1cccc2cc(C(=O)N3CCCC3)c(=O)oc12,20
COc1ccc2oc(=O)c(C(=O)N3CCCC3)cc2c1,20
CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21,18
CC1=C(C(=O)N(C)C)C(c2ccc(Cl)cc2)NC(=O)N1,20
CSc1nnc(-c2ccncc2)n1Cc1ccccc1,20
CC(C)N1CC(C(=O)Nc2ccc(C#N)cc2)CC1=O,20
c1nc(NCC2CCCO2)c2c3c(sc2n1)CCC3,19
Cc1ccc(NC(=O)COC(=O)c2ccco2)cc1,19
Cc1ccc(NC(=O)COC(=O)c2ccco2)c(C)c1,20
O=C(COC(=O)c1ccco1)Nc1ccc(F)cc1,19
O=C(COC(=O)c1ccco1)Nc1cccc(Cl)c1Cl,20
O=C(COC(=O)c1ccco1)Nc1ccc(Cl)cc1Cl,20
O=C(COC(=O)c1ccco1)Nc1cc(Cl)ccc1Cl,20
COc1ccc(NC(=O)COC(=O)c2ccco2)cc1,20
O=C(COC(=O)c1ccco1)Nc1ccc(Cl)c(Cl)c1,20
N#Cc1ccc(NC(=O)COC(=O)c2ccco2)cc1,20
Cc1ccc(NC(=O)CSc2ncccn2)c(C)c1,19
Oc1ccc(CNc2ccccc2)c2cccnc12,19
COc1cc(OC)cc(-c2ncc3ccccn23)c1,19
CC(=O)Oc1ccc(-c2ncc3ccccn23)cc1,19
Cc1ccc(OCC(=O)n2nc(C)cc2C)c(C)c1,19
COc1ccc(Cn2c(=O)oc3ccc(C)cc32)cc1,20
CC(=O)c1ccccc1OCC(O)Cn1ccnc1C,20
NC(=O)Nc1nc2cc(Cl)cc(Cl)c2[nH]c1=O,17
Cc1nc2ccc(NC(=O)c3ccncc3)cc2s1,19
Cc1ccc(C)c(NC(=O)C2CC(=O)N(C(C)C)C2)c1,20
Cc1ccc(NC(=O)C2CC(=O)N(C(C)C)C2)cc1C,20
CC(C)N1CC(C(=O)Nc2ccc(F)cc2)CC1=O,19
O=C(CCC(=O)c1ccccc1)Nc1cccnc1,19
Cc1ccc(NC(=O)C2CC(=O)N(C(C)C)C2)cc1,19
CC1CCCCN1C(=O)C1COc2ccccc2O1,19
Cn1c(CNC(=O)c2ccccc2)nc2ccccc21,20
CCn1nc(C)c(NS(=O)(=O)c2ccccc2)c1C,19
Cc1ccccc1NC(=O)C1CCN(S(C)(=O)=O)CC1,20
CS(=O)(=O)N1CCC(C(=O)Nc2ccccc2Cl)CC1,20
COc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCC(C)C1,20
COc1cc(C)c(Cl)cc1S(=O)(=O)N1CCC(C)CC1,20
CC(C)(C)c1cnnn1-c1ccc(S(N)(=O)=O)cc1,19
COc1cc(C(=O)n2cncn2)cc(OC)c1OC,19
CCOc1ccc2nc(NC(=O)COC)sc2c1,18
CCc1nnc(NC(=O)Cc2ccc(F)cc2)s1,18
O=C(Cc1ccc(F)cc1)Nc1ccc2c(c1)OCO2,20
O=C1c2ccccc2S(=O)(=O)N1c1ccc(F)cc1,19
COc1ccc(N2C(=O)c3ccccc3S2(=O)=O)cc1,20
N#Cc1ccccc1N1C(=O)c2ccccc2S1(=O)=O,20
CC1CCCC(NS(=O)(=O)c2cccs2)C1C,17
CCn1nnc(NC(=O)c2cccc3ccccc23)n1,20
CCn1nnc(NC(=O)c2cc(Cl)c(OC)c(Cl)c2)n1,20
O=C1CC(C(=O)Nc2ccc(Cl)cc2)C2(CCCC2)O1,20
CCN(CC)C(=O)CSc1nnc(-c2cc(C)on2)o1,20
Cc1cc(-c2nnc(SCC(=O)N3CCCC3)o2)no1,20
CC(=O)c1ccc(NC2CC(O)C(O)CO2)cc1,18
O=S(=O)(Nc1ccc(F)cc1F)c1cccs1,17
NC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,17
COC(=O)c1cc(NS(=O)(=O)c2cccs2)ccc1Cl,20
COc1cc(NC(=O)c2cccs2)ccc1NC(C)=O,20
CC(C)C(=O)N1CCN(c2cccc(Cl)c2)CC1,18
Cn1cnnc1SCC(=O)Nc1cccc(Cl)c1Cl,19
Cc1ccc(Nc2nc(-c3cccnc3)cs2)nc1,19
COc1cccc(Nc2nc(-c3ccncc3)cs2)c1,20
COC(=O)c1cc(NC(=O)c2ccco2)ccc1Cl,19
CC(C)N1CC(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1=O,20
Cc1cccc(C)c1NC(=O)C1CC(=O)N(C(C)C)C1,20
CCC(C)NC(=O)C1CC(=O)N(c2ccccc2F)C1,20
CCc1ccc(NC(=O)C2CC(=O)N(C(C)C)C2)cc1,20
O=C(NCc1ccncc1)C1COc2ccccc2O1,20
O=S(=O)(NC1CCCCCC1)c1cccs1,16
COC(=O)c1ccc(C)c(NS(=O)(=O)c2cccs2)c1,20
CCn1c(NCc2ccccc2)nc2ccccc21,19
COc1ccccc1Cn1c(=O)sc2ccccc21,19
CS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2)C1,18
Cc1ccc(S(=O)(=O)N2CC(C)N(S(C)(=O)=O)C2)cc1,20
CC(=O)N1CN(S(=O)(=O)c2ccc(C)cc2)CC1C,19
CCC(=O)N1CN(S(=O)(=O)c2ccc(C)cc2)CC1C,20
COc1cc(N)n(S(=O)(=O)c2ccc(C)cc2)n1,18
O=S(=O)(Nc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,20
COc1ccccc1OCC(=O)Nc1ccccn1,19
COc1ccc(S(=O)(=O)N2CCOCC2)cc1Cl,18
CNS(=O)(=O)c1ccc2c(c1)n(C)c(=O)n2C,17
CN(C)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,17
O=C(NCC1CCCO1)c1cc(-c2ccccc2)on1,20
CC1CCN(C(=O)c2cc(-c3ccccc3)on2)CC1,20
CC1CCCCN1C(=O)c1cc(-c2ccccc2)on1,20
O=C(NC1CCCC1)c1cc(-c2ccccc2)on1,19
O=C(c1cc(-c2ccccc2)on1)N1CCCCCC1,20
O=C(c1cc(-c2ccccc2)on1)N1CCOCC1,19
O=C(c1cc(-c2ccccc2)on1)N1CCCCC1,19
CC(C)(CO)NC(=O)c1cc(-c2ccccc2)on1,19
Cc1ccc(-c2cc(C(=O)N3CCCC3)no2)cc1,19
Cc1ccc(-c2cc(C(=O)N3CCOCC3)no2)cc1,20
Cc1ccc(-c2cc(C(=O)N3CCCCC3)no2)cc1,20
COCC(C)NC(=O)c1cc(-c2ccc(C)cc2)on1,20
CCN(CC)C(=O)c1cc(-c2ccc(C)cc2)on1,19
Cc1ccc(-c2cc(C(=O)NC(C)(C)CO)no2)cc1,20
O=C(c1cc(-c2ccccc2Cl)on1)N1CCCC1,19
COCC(C)NC(=O)c1cc(-c2ccccc2Cl)on1,20
COCC(=O)Nc1nnc(CCc2ccccc2)s1,19
Cc1csc(NC(=O)Cc2c(F)cccc2Cl)n1,18
CC(C)c1nnc(NC(=O)Cc2c(F)cccc2Cl)s1,20
CCCc1nnc(NC(=O)Cc2c(F)cccc2Cl)s1,20
COc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,19
Cc1ccnc(NC(=O)COc2ccc(Cl)cc2)n1,19
CCCc1nnc(NC(=O)Cc2ccc(F)cc2)s1,19
CCCc1nnc(NC(=O)CC(C)c2ccccc2)s1,20
Cc1ccc(NC(=O)C(C)Sc2nnnn2C)cc1,19
N#Cc1ccccc1CSc1nc(N)cc(N)n1,18
O=C(Nc1cccc(Cl)c1)Nc1nccs1,16
CC(C)(C)OC(=O)N1CCC(n2nccc2N)CC1,19
O=C(OCc1ccc(Br)cc1)c1ccncc1,17
O=C(NCCc1ccncc1)Nc1cccc(Cl)c1,19
CN1C(=O)c2cccc3c(S(N)(=O)=O)ccc1c23,18
CNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,19
CCOc1ccc(S(=O)(=O)NCc2ccco2)cc1C,20
Cc1ccn(S(=O)(=O)c2ccc(F)c(C)c2)n1,17
COc1ccc(S(=O)(=O)n2ccnc2C)c(C)c1C,19
CCc1nc(C)cn1S(=O)(=O)c1cc(F)ccc1OC,20
CCOc1cc(S(=O)(=O)n2cnc(C)c2)ccc1Cl,19
CN(C)S(=O)(=O)N1CCN(c2ccc(Cl)cc2)CC1,19
N#CCc1nc(-c2ccc3ccccc3c2)cs1,18
N#CCC(=O)Nc1ncc(Cc2ccccc2)s1,18
CNC(=O)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,20
CCNc1nc(N2CCCC2)nc(N2CCCC2)n1,19
Cc1nnc(NC2=NS(=O)(=O)c3ccccc32)s1,18
Cc1nnc(NC(=O)Cn2c(=O)oc3ccccc32)s1,20
O=C(Cn1c(=O)sc2ccccc21)Nc1nccs1,19
Cc1ccccc1-c1nnc(NC(=O)C(C)C)s1,18
Cc1ccc(Nc2nc(C(=O)NCC(N)=O)cs2)cc1,20
Cc1ccc(NC(=O)C(O)C(O)C(O)CO)cc1C,19
Cc1cc(C)n2ncc(C(=O)NC3CCCCC3)c2n1,20
CCN(CC)C(=O)N1CCn2c(nc3ccccc32)C1,20
O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ccccc1Cl,18
O=C(NCCc1ccc(O)cc1)c1cc(=O)[nH]c(=O)[nH]1,20
COC(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,17
COc1cc(C(=O)NC(C)Cc2ccccc2)ccn1,20
CCOC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CC,20
Cn1nnc2c([nH]c3ccc(Br)cc32)c1=O,16
Cn1c(=O)[nH]c2c(nc(-c3ccc(Cl)cc3)n2C)c1=O,20
COc1ccc(S(=O)(=O)NCc2ccncc2)cc1,19
CC(=O)Nc1ccc(S(=O)(=O)n2cnc(C)c2)cc1,19
CC1CC(C)CN(C(=O)c2cccc(Br)c2)C1,17
CCCN(CCC)C(=O)c1cccc(Br)c1,16
COc1ccc(C(=O)Nc2cccc(C)n2)c(OC)c1,20
COc1cc(OC)cc(C(=O)N2CCC(C)CC2)c1,19
O=C(NC1CCCCNC1=O)c1ccc(Cl)cc1,18
COc1cc(F)ccc1S(=O)(=O)NCc1cccnc1,20
CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,18
CC(=O)c1ccc(C#Cc2ccc(C(C)=O)cc2)cc1,20
CCn1ncc2c(Nc3ccc(OC)cc3)ncnc21,20
CC(=O)Oc1ccc(C(=O)Nc2cc(C)ccn2)cc1,20
CC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,19
CC(=O)Nc1ccc(C(=O)Nc2ccncc2)cc1,19
CC(=O)Nc1ccc(C(=O)N2CC(C)OC(C)C2)cc1,20
O=C(NCc1ccccn1)c1c(Cl)cccc1Cl,18
Cc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,20
CN1C(=O)c2ccccc2N(C)C1c1cccc(O)c1,20
CN1C(=O)c2ccccc2N(C)C1c1ccccc1Cl,20
Cc1ccc(C2N(C)C(=O)c3ccccc3N2C)cc1,20
CN1C(=O)c2ccccc2N(C)C1c1ccc(F)cc1,20
CC(=O)c1c(C(C)=O)c(C)n(-c2cccc(C)c2)c1C,20
CCN(CC)C(=O)CSc1nnnn1-c1ccccc1,20
O=S(=O)(Nc1nc2ccccc2s1)NC1CCCCC1,20
CC(=O)Nc1nnc(Cc2nc3ccccc3[nH]2)s1,19
O=C(c1cc(Cl)cc(Cl)c1)N1CCCCC1,16
O=C(CCc1n[nH]c(=O)[nH]c1=O)NCc1ccco1,19
Cc1ccnc(NC(=O)c2ccc3c(c2)OCO3)c1,19
COc1cc(OC)cc(C(=O)Nc2ccc(Br)cn2)c1,20
O=C(Nc1ccc2c(c1)OCCO2)c1cccc(F)c1,20
O=S(=O)(c1ccccc1)n1nccc1-c1ccccc1,20
Cc1cc(C)nc(NCC(O)COc2ccccc2)n1,20
O=C(CSc1ccccn1)NC1CCCCC1,17
CS(=O)(=O)N(CC(N)=O)c1ccccc1Cl,16
Cc1nc(-c2coc3c4c(ccc3c2=O)OCO4)cs1,20
CCNC(=O)c1c(NC(C)=O)sc2c1CCCC2,18
COC1CCCCC1NS(=O)(=O)c1ccccc1,18
CC(C)(C)NC(=O)C1(c2ccccc2)CCOCC1,19
Cc1ccc(C)c(OCC(=O)NCc2ccco2)c1,19
COC(=O)c1ccc(C)c(NC(=O)c2ccccc2)c1,20
O=C(Oc1ccccn1)c1ccc2c(c1)OCCO2,19
CN(CCc1ccccn1)S(=O)(=O)c1ccccc1,19
CCOC1CCCCC1NS(=O)(=O)c1ccccc1,19
CN(C)C(=O)N1CCN(C(=O)c2ccccc2)CC1,19
CCNC(=O)C(C)Oc1ccc(Cl)cc1Cl,16
COc1cccc(C(=O)Nc2ncccc2Cl)c1,18
Cc1ccc(C(=O)N2CCCCCC2)cc1Cl,17
CCc1ccc(OCC(=O)NCc2cccnc2)cc1,20
Cc1ccc(C(=O)N2CCC(C)CC2)cc1Cl,17
O=C(Oc1ccc2ccc(=O)oc2c1)c1cccs1,19
CS(=O)(=O)Nc1ccc(CSc2ccccc2)cc1,19
CC(=O)Nc1ccccc1NC(=O)CC1CCCCC1,20
Cc1ccc(C(=O)N2CCC(C(N)=O)CC2)cc1Cl,19
Cc1cccc(NC(=O)c2ccc(C)c(Cl)c2)n1,18
Cc1ccc(C(=O)NCc2ccncc2)cc1Cl,18
CCc1cccc(C)c1NC(=O)c1cccc(F)c1,19
O=C(Cc1cc2ccccc2oc1=O)c1ccccc1,20
O=C(CSc1ccccc1)NCCc1ccc(F)cc1,20
COC(=O)C(CC(C)C)NC(=O)Cc1ccc(F)cc1,20
O=S(=O)(NCCc1ccc(F)cc1)c1ccc(F)cc1,20
N#Cc1ccccc1NC(=O)Cc1ccc(F)cc1,19
CNC(=O)CN(c1cccc(Cl)c1Cl)S(C)(=O)=O,18
CC(C)(C)c1nnc(NC(=O)CSc2ccccc2)s1,20
CCC(C)NC(=O)c1c(-c2ccccc2)noc1C,19
CC1CC(NC(=O)c2cncc(Br)c2)CC(C)(C)C1,19
CN(C(=O)CSc1ccccc1)c1ccccc1,18
CC(C)(C)c1nnc(NC(=O)Cc2ccc(F)cc2)s1,20
COCC(=O)Nc1cc(C(=O)OC)ccc1C(=O)OC,20
Cc1ccnc(NC(=O)CSc2ccccc2)c1,18
COc1cc(NC(C)=O)ccc1NC(=O)c1cccs1,20
CCN(Cc1ccccc1)C(=O)CSc1ccccc1,20
CCC(C)NC(=O)c1ccc(C(=O)NC(C)CC)cc1,20
COc1ccc(CNC(=O)c2cccc(Br)c2)cc1,19
CCc1ncc(C(O)c2ccc(C(C)C)cc2)n1C,19
COc1ccc(Cl)cc1C(=O)Nc1nccs1,17
Cc1cc(S(=O)(=O)Nc2ccncc2)c(Cl)cc1Cl,19
Cc1c(Cl)ccc(S(=O)(=O)Nc2ccncc2)c1Cl,19
COc1ccc(C)cc1S(=O)(=O)Nc1ccncc1,19
COc1ccc(C)cc1S(=O)(=O)Nc1cccnc1,19
COc1ccc(C)cc1S(=O)(=O)Nc1ccccn1,19
Cc1ccnc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1,19
CC(=O)Nc1nonc1-c1nc2ccccc2s1,18
Cc1cccc(OCC(O)Cn2nc(C)cc2C)c1,19
CCOC(=O)Cn1nc(-c2ccc(Cl)cc2)cc1N,19
N#CCC(=O)Nc1ncc(Cc2ccc(Cl)cc2Cl)s1,20
O=C(Nc1cccc(F)c1)N1CCc2ccccc2C1,20
CC(C)NC(=O)Cn1nc(C(F)(F)F)c2c1CCC2,19
CCC(C)NC(=O)Cn1nc(C(F)(F)F)c2c1CCC2,20
Cc1cc(C)c(S(=O)(=O)Nc2cccc(C)n2)c(C)c1,20
CCC(=O)n1ccc(C(=O)Nc2nccs2)n1,17
COC(=O)CSc1nnc(C2CCCCC2)o1,17
CCOC(=O)c1sc(NCc2ccccc2)nc1C,19
CCOC(=O)Cc1csc(NCc2ccccc2)n1,19
CC1CCN(S(=O)(=O)c2ccccc2N)CC1,17
CC1CCCCN1S(=O)(=O)c1ccccc1N,17
CC1CCCN(S(=O)(=O)c2ccccc2N)C1,17
Nc1ccccc1S(=O)(=O)NC1CCCCC1,17
COc1ccc(CNC(=O)c2ccc(N)cc2)cc1,19
CCN(CC)C(=O)Cn1nnc(-c2ccc(N)cc2)n1,20
CC(C)(C)NC(=O)Cn1nnc(-c2ccc(N)cc2)n1,20
Cn1c(-c2ccc(Br)cc2)cnc1N,14
Cn1c(-c2cccc(Br)c2)cnc1N,14
Nc1ccccc1NC(=O)c1ccc(Br)cc1,17
Nc1ccc(NC(=O)c2ccccc2)c(Br)c1,17
COc1cc(N)ccc1NC(=O)c1ccccc1C,19
